name,property_type_name,district_name,bedroom_count,Billion VND,area
Chị chủ nhà gửi bán LK - NV diện tích 100m2 - giá 21 tỷ - khu đô thị Viglacera Tây Mỗ,Biệt thự/Nhà liền kề,Nam Từ Liêm,5.0,21.0,100.0
Bom rơi rớt giá 1 tỷ - Phùng Chí Kiên 17.3 tỷ 60m2 - gara ôtô 7 chỗ - phân lô - bán gấp,Nhà,Cầu Giấy,4.0,17.3,60.0
"Bán nhà liền kề ở đường Đặng Xuân Bảng, giá 26 tỷ vnd, diện tích 70m2. Thang máy, nội thất tiền tỷ",Biệt thự/Nhà liền kề,Hoàng Mai,8.0,26.0,70.0
"Trung tâm Đống Đa - 6 tầng thang máy - 10m ô tô tránh, 30m ra mặt phố - Vừa ở vừa kinh doanh online",Nhà,Đống Đa,3.0,12.8,38.0
Bán nhà 10m ra đường ô tô tránh nhau - 8km di chuyển Nguyễn Trãi - tiện ích quanh nhà. S: 40m2 - 4T,Nhà,Hoài Đức,3.0,3.5,40.0
Bán nhà 5 tầng 39m2 minh khai - đối diện times city - hai hà trưng - lô góc 2 mặt thoáng,Nhà,Hai Bà Trưng,3.0,6.85,39.0
CẦN BÁN nhà phố VIP Lâm Hạ 110m2 MT 8m View hồ - Hàng hiếm còn xót lại,Biệt thự/Nhà liền kề,Long Biên,5.0,35.0,110.0
"Nhà đẹp Lĩnh Nam 40m2 x 5 tầng, full nội thất. Cực gần phố, giá hợp lý, vào ở ngay",Nhà,Hoàng Mai,3.0,7.5,40.0
Chính chủ bán nhanh căn hộ 65m2 2 ngủ 2wc toà B9 Đại kim Nguyễn Cảnh Dị nhà đẹp full đồ hướng mát,Căn hộ chung cư,Hoàng Mai,2.0,3.6,66.0
"Bán nhà phân lô ngay KĐT Văn Phú, Hà Đông - 45m2 x 4 tầng vỉa hè kinh doanh ô tô tránh chỉ 13.5 tỷ",Nhà,Hà Đông,4.0,13.5,45.0
Cực hiếm bán đất tặng nhà DT 60m 7.x tỷ ôtô kinh doanh vỉa hè,Nhà,Hà Đông,2.0,7.0,60.0
"Cần bán gấp căn CC dự án Victoria, 1PN + tại Vinhomes Smart City, 45 m2, giá 3,7 tỷ",Căn hộ chung cư,Nam Từ Liêm,1.0,3.7,45.0
"Bán nhà Cự Khối Long Biên Hà Nội DT: 47m2 * 4 tầng * 3,3m * 10,9 tỷ trục kinh doanh",Nhà,Long Biên,3.0,10.9,47.0
Bán nhà 6 tầng Phú Đô diện tích 34m mặt tiền 3m giá 8.7 tỷ Nam Từ Liêm Hà Nội,Nhà,Nam Từ Liêm,5.0,8.7,34.0
"Ngõ ô tô tránh, bán nhà cấp 4 DT: 90m2 Mỹ Đình, chủ cần bán gấp nhỉnh 12 tỷ",Nhà,Nam Từ Liêm,3.0,12.7,90.0
Cần bán nhà Tư Đình Long Biên Hà Nội,Nhà,Long Biên,5.0,21.6,75.0
"Chính chủ bán NR 23m2, 4,7 tỷ ở Khâm Thiên, Đống Đa, HN",Nhà,Đống Đa,3.0,4.7,23.0
"Chỉ 13 tỷ cả nhà và đất, bao sang sổ, căn LK trục hoa hậu của dự án",Biệt thự/Nhà liền kề,Hoài Đức,5.0,13.0,80.0
"Bán nhà ngọc lâm,38m,3ngu,mới tinh,gần cầu chương dương,chỉ 7.4 tỷ",Nhà,Long Biên,3.0,7.4,38.0
Bán nhà phố Nguyễn Sơn - 70m2 - lô góc thang máy 5 tầng - ô tô đỗ cổng,Nhà,Long Biên,5.0,13.8,70.0
Oto tránh - ngõ thông - hai thoáng trước sau - kinh doanh văn phòng - chủ tặng thiết kế,Nhà,Thanh Xuân,4.0,23.5,63.0
"Bán Nhà Riêng 42m2, 15,9 tỷ tại Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội Hot!",Nhà,Cầu Giấy,4.0,15.9,42.0
"Đông Mỹ, Thanh Trì, nhà 32m2 3 tầng, ô tô vào nhà 3,4 tỷ",Nhà,Thanh Trì,1.0,3.4,32.0
"Bán căn hộ AZ Lâm Viên Complex - Cầu Giấy 113m2 3pn 2vs 9 tỷ Căn góc, full NT",Căn hộ chung cư,Cầu Giấy,3.0,9.0,113.0
"Bán chung cư 24T1, Trung Hòa Nhân Chính 122m2, 3pn, full nội thất - Giá 8,5 tỷ",Căn hộ chung cư,Cầu Giấy,3.0,8.5,122.0
"Nhà mới đẹp sẵn ở luôn, giá dễ thương phố cầu giấy, 50m2 6 tầng, thang máy, ô tô đỗ cửa giá 14.5 tỷ",Nhà,Cầu Giấy,4.0,14.5,50.0
"Duy nhất căn chung cư 3PN, 2WC-full đồ tại Mailand Hanoi City-128m2-giá tốt nhất tháng 6 chỉ 7 tỷ",Căn hộ chung cư,Hoài Đức,3.0,7.0,128.0
"Bán nhà phố Bạch Mai, Hai Bà Trưng,DT31m x 4Tầng, gần TTTM chợ Mơ, Full nội thất đẹp, vào ở ngay",Nhà,Hai Bà Trưng,4.0,5.0,31.0
"Bán nhà Bồ Đề , Long Biên 79m2 4T giá 16,7 tỷ nhà đẹp rộng thoáng , ô tô , gần Tâm Anh, Wellspring",Nhà,Long Biên,4.0,16.7,79.0
"Bán gấp CH 120m2, 3PN, 2WC, đầy đủ nội thất tại tòa nhà 17T7 KĐT Trung Hòa - Nhân Chính, 8 tỷ VND",Căn hộ chung cư,Cầu Giấy,3.0,8.0,120.0
"Lô góc phố Kim Mã, ngõ thông kinh doanh, ô tô đỗ gần, nhà dân xây, 45m2 * 5T",Nhà,Ba Đình,3.0,8.15,45.0
"Bán nhà Ngọc Thụy 42m2 4 tầng Oto thông , kinh doanh",Nhà,Long Biên,4.0,8.75,42.0
"Nhà Đẹp Nguyễn Lương Bằng, diện tích 35m2, 5 tầng , gần phố, giá 7,15 tỷ",Nhà,Đống Đa,3.0,7.15,35.0
"Bán Căn hộ 3N2vs căn góc ánh sáng ngập tràn, nhà hướng mát hè ấm đông. Bán nhanh cho khách xởi lởi.",Căn hộ chung cư,Hoàng Mai,3.0,4.8,103.0
"Bán gấp căn hộ Sông Hồng Park View 7,9 tỷ, 99m2 tại Thái Hà, Đống Đa, Hà Nội",Căn hộ chung cư,Đống Đa,3.0,7.9,99.0
"Bán gấp liền kề KĐT Văn Quán - Hà Đông 70m2, 4 tầng, MT 4.7m, vỉa hè đá bóng, phân lô, giá 17 tỷ",Biệt thự/Nhà liền kề,Hà Đông,4.0,17.2,70.0
"Tôi chính chủ bán căn hộ 100m2, 3 ngủ, căn góc, nhà đẹp ở Thành Thái",Căn hộ chung cư,Cầu Giấy,3.0,6.9,100.0
"Bán Căn 3 ngủ Sunshine City - 98m2 - Tòa S56 Sunshine City - Giá: 8,3 tỷ (full đồ + Sổ đỏ)",Căn hộ chung cư,Bắc Từ Liêm,3.0,8.3,98.0
"Nhà hiếm ngõ 21 lê văn lương ngõ thông trước nhà thoáng sáng, kinh doanh nhỏ, giá 7 tỷ.",Nhà,Thanh Xuân,4.0,7.0,36.0
"Chính chủ bán căn hộ 128m2, 3PN, cửa Bắc, ban công Nam, full đồ tại Sky Park, giá rẻ 12,9 tỷ",Căn hộ chung cư,Cầu Giấy,3.0,12.9,128.0
"Bán 2 ngủ chung cư Dreamland Bonanza 23 Duy Tân - sẵn sổ, có slot ô tô, giá 6,5 tỷ có thương lượng",Căn hộ chung cư,Nam Từ Liêm,2.0,6.5,72.0
"Phải rất nhanh! Nhà mặt ngõ Đội Cấn nông- thông-thẳng phố ô tô, căn góc 3 thoáng, KD sầm uất, 44m2",Nhà,Ba Đình,4.0,9.3,44.0
"Giá đầu tư- Bán gấp nhà Phố Minh Khai, đường rộng ô tô tránh, kinh doanh, DT rộng 83mx4T chỉ 20 tỷ.",Nhà,Hai Bà Trưng,4.0,20.0,83.0
"Bán gấp Nhà Biệt Thự Căn G6, 5PN, 5WC, 180m2 tại An Quý Villa, Dương Nội, 38 tỷ VND",Biệt thự/Nhà liền kề,Hà Đông,5.0,38.0,180.0
"Bán nhà 3 tầng đẹp - chỉ 2,97 tỷ tại cao viên, thanh oai hà nội",Nhà,Thanh Oai,3.0,2.97,35.8
Nhà đẹp thanh xuân 25m 5 tầng 3pn ngõ thông cách ô tô vài bước fun đồ dùng sổ đỏ riêng chỉ 4.5 tỷ,Nhà,Thanh Xuân,3.0,4.5,25.0
"Tháng 6/2025 Em sẵn quỹ căn 2PN, 3 PN toà chung cư Seasons Avenue Mỗ Lao - Hà Đông",Căn hộ chung cư,Hà Đông,2.0,5.2,69.0
Bán nhà mặt phố Lê Đức Thọ 47050 m2 Mặt tiền 460m cấp 4 tỷ 999 tỷ kinh doanh ô tô tránh vỉa hè LHCC,Nhà,Nam Từ Liêm,1.0,999.0,47050.0
Ban nhà riên đẹp như mộng-55m2-6 tầng-thang máy-trung tâm ngọc lâm-ô tô- 5 phút sang hoàn kiếm,Nhà,Long Biên,4.0,15.45,55.0
"Bán CH Vinaconex 103,68m2 3pn 2vs view thoáng, tiện ích ngập tràn",Căn hộ chung cư,Hoàng Mai,3.0,6.75,103.68
"Chính chủ nợ Bank bán gấp Phân Lô Trần Quốc Hoàn, ô tô, mt 5.5m, 65m, 17.8 Tỷ.",Nhà,Cầu Giấy,5.0,17.8,65.0
Bán nhà thái hà - chỉ 300/1m2 - mặt ngõ oto - kinh doanh - 10m ra phố - nhà 2 mặt ngõ thông,Nhà,Đống Đa,3.0,17.8,59.0
"Chủ cần bán gấp! nhà phố vương thừa vũ, thanh xuân, phân lô ô tô, sát phố, lô góc 2 mặt ngõ, 38m*5t",Nhà,Thanh Xuân,4.0,13.5,38.0
"Đầu tư! Nhà mặt phố Mai Dịch, 1 mặt phố 1 mặt ngõ, ô tô tránh, vỉa hè, kinh doanh ngày đêm, 70m2*4T",Nhà,Cầu Giấy,4.0,21.0,70.0
"6 tầng mặt ngõ ôtô - hai bước chân ra mặt phố Trích Sài Hồ Tây - nhà đẹp ở ngay DT 36m2, giá 18tỷ",Nhà,Tây Hồ,4.0,18.0,36.0
"MP Nguyễn Ngọc Nại 45m, 4 Tầng, MT 3,9m. Vỉa hè, KD tốt. 20 tỷ",Nhà,Thanh Xuân,4.0,20.0,45.0
Bán gấp nhà riêng phố tôn thất thiệp điện biên ba đình 35m 5 tầng 3 ngủ oto 5m giá hơn 14 tỷ,Nhà,Ba Đình,3.0,14.0,35.0
"Cần bán gấp căn nhà mới xây full nt xịn xò ở Quang Trung, ô tô đỗ gần. Gía 6.68 tỷ có tl",Nhà,Hà Đông,3.0,6.68,31.3
6 tầng thang máy | ngõ ô tô thông | thoáng trước sau | full nội thất | nở hậu | cạnh ga tàu điện,Nhà,Bắc Từ Liêm,4.0,6.4,40.0
"Nhà phố Trương Định, ô tô đỗ cửa, trước nhà ô tô tránh",Nhà,Hoàng Mai,4.0,9.0,50.0
"Bán nhà đẹp 77m ÂU CƠ, ô tô vào tận sân, sau 1 nhà ra phố, gần Hồ Tây",Nhà,Tây Hồ,4.0,19.7,77.0
"Bán nhanh nhà, 6 tầng thang máy chạy êm ru cầu diễn, ô tô đỗ cổng, giá: 7.45 tỷ, lh [phone_number]",Nhà,Bắc Từ Liêm,4.0,7.45,37.0
"Trực tiếp cđt quỹ ngoại giao The Charm An Hưng - 3pn 2wc - chỉ từ 6,9 tỷ - chiết khấu 3%",Căn hộ chung cư,Hà Đông,3.0,6.9,92.0
"Căn hộ 3PN, 3VS, 2 ban công, S 123m2. Giá 6tỷ600tr rẻ nhất thị trường CC HPC Landmark 105 Tố Hữu",Căn hộ chung cư,Hà Đông,3.0,6.6,123.0
Phân lô vip - ô tô tránh - view vườn hoa - mặt tiền khủng 6m - Lâm Hạ trung tâm Long Biên,Nhà,Long Biên,4.0,27.5,85.0
"Bán nhà riêng tại phường Đại Mỗ, Nam Từ Liêm, Hà Nội, giá tốt 5.6 tỷ, 32m2",Nhà,Nam Từ Liêm,5.0,5.0,32.0
Nhà đẹp cầu giấy ở luôn - 30m2 - 5T - 2 mặt thoáng - ngõ ngắn gần phố - nội thất xịn,Nhà,Cầu Giấy,3.0,7.6,30.0
Cần bán gấp nhà đường Nguyễn Chính - Tân Mai. Nhà dân xây chắc chắn. 26m2 4 tầng chỉ nhỉnh 5 tỷ,Nhà,Hoàng Mai,2.0,5.3,26.0
"Quan Nhân nhà vuông MT 7.5m, 1 nhà ra mặt phố, 5 tầng, 18.6 tỷ (thương lượng)",Nhà,Thanh Xuân,4.0,18.6,68.0
"Bán nhà mặt phố Thái Thịnh, 2 mặt tiền, DT 45m2, kinh doanh, 5 tầng thông sàn, giá 21 tỷ",Nhà,Đống Đa,4.0,21.0,45.0
"Cần bán gấp căn hộ 1 ngủ dự án BRG 16 Láng Hạ. giá rẻ, nhà đẹp full nội thất",Căn hộ chung cư,Ba Đình,1.0,7.0,57.0
"Bán gấp !!! phân lô nguỵ như kon tum - mt : 5,5m - ô tô tránh - kinh doanh cafe",Nhà,Thanh Xuân,5.0,28.0,70.0
Siêu hiếm bán ngay căn nhà liền kề sân vườn Mễ Trì 79m2 vỉa hè ô tô tránh nhà 5 tầng giá 26 tỷ,Nhà,Nam Từ Liêm,5.0,26.0,79.0
Chính chủ cần bán căn 2 ngủ 80m2 chung cư One 18 phố Ngọc Lâm full đồ đẹp giá 5.4 tỷ:,Căn hộ chung cư,Long Biên,2.0,5.4,80.0
"(Gía thật) Bán căn 104,4m2 full nội thất siêu đẹp giá 9,6 tỷ chung cư cao cấp GOLDEN PALM",Căn hộ chung cư,Thanh Xuân,3.0,9.6,104.4
"Giá thật, Bán Gấp CH 75m2 và 96m2 tòa Kosmo Tây Hồ, Ban công Đông Nam mát mẻ, Full đồ, Sổ đỏ, Giá 7",Căn hộ chung cư,Bắc Từ Liêm,2.0,7.2,75.0
Sở hữu ngay siêu phẩm dinh thự trên cao - Căn hộ siêu sang - HN Signature - Số 6 Nguyễn Văn Huyên,Căn hộ chung cư,Cầu Giấy,3.0,29.5,150.0
Căn hộ chung cư tầng cao 2ngủ - 2vs -ct12a tặng lại toàn bộ nội thất,Căn hộ chung cư,Hoàng Mai,2.0,2.98,55.0
"Bán nhà 35m2, 3 phòng ngủ, ô tô đỗ cửa, thang máy tận nhà, giá 700 triệu",Nhà,Thanh Oai,3.0,0.7,35.0
"Bán Toà nhà LK Vạn Phúc 70m 7 tầng thang máy, Lô góc MT14m, KD view Hồ, full nội thất!",Biệt thự/Nhà liền kề,Hà Đông,4.0,25.9,70.0
"Bán nhà Trịnh Văn Bô kéo dài diện tích 35 m -6 tầng thang máy -9,150 tỷ -10 m ra ô tô dừng , đỗ",Nhà,Nam Từ Liêm,5.0,9.15,35.0
"Bán căn hộ 80m, 2PN 2wc, 4 tỷ 85, chung cư T&T Vĩnh Hưng Hoàng Mai, HN",Căn hộ chung cư,Hoàng Mai,2.0,4.85,80.0
"Nhà 3 tầng mới đẹp, 37m2, ô tô đỗ cửa, gần bến xe Yên Nghĩa, Đại Lộ Thăng Long, giá hơn 3 tỷ",Nhà,Hoài Đức,3.0,3.0,37.0
"Chính chủ gửi bán căn hộ 2 phòng ngủ HUD CT4B - X2 Nam Linh Đàm, LH [phone_number]",Căn hộ chung cư,Hoàng Mai,2.0,4.4,68.0
Chính chủ tôi bán căn hộ 3318 Vinaconex Kim Văn Kim Lũ bán 4.7 tỷ bao thuế 2%. LH: [phone_number],Căn hộ chung cư,Hoàng Mai,2.0,4.7,68.0
"Cần bán nhanh biệt thự KĐT Văn Phú 240m2, 4 tầng, MT 12m, chân chung cư, vỉa hè rộng, giá tốt",Biệt thự/Nhà liền kề,Hà Đông,5.0,38.0,240.0
"Bán gấp nhà gần hồ Đền Lừ, nhà đẹp giá đầu tư",Nhà,Hoàng Mai,5.0,6.98,45.0
"Bán căn 2PN Times City Tòa T11- 83m², full đồ đẹp, vào ở ngay chỉ 7,1 tỷ có TL LH [phone_number]",Căn hộ chung cư,Hai Bà Trưng,2.0,7.1,83.0
"+ nhà đẹp quỳnh đô diện tích 38m , 5 tầng, mt 4m giá 4tỷ chút. o tô đỗ cổng",Nhà,Thanh Trì,4.0,4.45,38.0
Bán nhà mp tôn đức thắng đống đa,Nhà,Đống Đa,4.0,59.8,110.0
Chính chủ bán căn 3PN2WC giá rẻ nhất TT. LH [phone_number],Căn hộ chung cư,Cầu Giấy,3.0,7.0,110.0
"Nhà riêng phố Khương Đình, ô tô đỗ, 1 phút ra phố, nhà dân xây khung cột chắc chắn, 53m2*5T",Nhà,Thanh Xuân,4.0,8.35,53.0
"Bán CC Mipec Rubik 360, 6 tỷ VND, 55m2, 2PN + 1WC, view đẹp, nhiều tiện ích tại Cầu Giấy, Hà Nội",Căn hộ chung cư,Cầu Giấy,2.0,6.0,55.0
"BÁN NHÀ RIÊNG NGỌC HỒI DT.54M, 6 TẦNG , THANG MÁY MT4.5M, GIÁ 7.2TỶ.",Nhà,Thanh Trì,8.0,7.2,54.0
"Cực đẹp! Quan Nhân 2 thoáng, gần phố, Thang máy, nhà xây mới hiện đại , full nội thất 40m 2* 5 T",Nhà,Thanh Xuân,4.0,7.7,40.0
"Bán căn hộ CC Eco Green Nguyễn Xiển giá cực tốt 4,5 tỷ, 67m2, 2PN, 2WC, sổ hồng cầm tay",Căn hộ chung cư,Thanh Trì,2.0,4.5,67.0
Siêu phẩm mặt phố - nhà đẹp chắc chắn - giá đầu tư - kinh doanh đa ngành gần ga tàu điện trên cao,Nhà,Bắc Từ Liêm,5.0,23.0,97.0
Mặt phố Cầu Cốc kinh doanh ô TÔ tránh đỗ . Thang máy. Mặt tiền đẹp . 41m 6 tầng giá 13 tỷ có TL,Nhà,Nam Từ Liêm,4.0,13.0,41.0
Chủ cần tiền! Bán gấp căn mặt ngõ thông kinh doanh 58m2 ngõ ôtô thoáng trước sau - an sinh đỉnh cao,Nhà,Đống Đa,5.0,16.6,58.0
Trích sài lô góc - view hồ tây - mặt tiền bề thế - sổ đẹp - ngõ thông,Nhà,Tây Hồ,4.0,29.8,100.0
"Nhà đẹp, Lô góc Nguyễn Đức Cảnh, 5 Tầng, Nội thất Đẹp, Ở Luôn, Sổ Vuông Tài Lộc, Giá rẻ nhất khu.",Nhà,Hoàng Mai,3.0,6.3,25.0
Văn khê hà đông bán liền kề vip - đường 15m - kinh doanh đỉnh,Biệt thự/Nhà liền kề,Hà Đông,4.0,23.0,83.0
"Bán căn hộ chung cư cao cấp - 2 phòng ngủ, phong cách Wabi Sabi",Căn hộ chung cư,Đống Đa,2.0,7.5,78.0
Bán căn hộ chung cư Nam Cường ngõ 234 Hoàng Quốc Việt - 72m2 sử dụng – sổ sẵn sàng,Căn hộ chung cư,Bắc Từ Liêm,2.0,5.2,72.0
"6 tỷ 50 triệu căn 107m2 3PN tòa CT1 Gelexia 885 Tam Trinh, Hoàng Mai, HN tầng trung.",Căn hộ chung cư,Hoàng Mai,3.0,6.05,107.0
Hoàng văn thái_ phân lô quân đội_ô tô tránh_105m2_25.5 tỷ,Nhà,Thanh Xuân,4.0,25.5,105.0
"Bán gấp căn hộ Golden Palace, Mễ Trì - 2 ngủ 85m2- Giá 6,2 tỷ , full nội thất - LH [phone_number]",Căn hộ chung cư,Nam Từ Liêm,2.0,6.2,85.0
"Bán căn hộ CC Vinhomes Smart City, 3PN 75,8m2 giá 4.7 tỷ tại Tây Mỗ, Nam Từ Liêm, HN",Căn hộ chung cư,Nam Từ Liêm,3.0,4.7,75.8
"Bán nhanh căn hộ chung cư đường Lạc Long Quân quận Cầu Giấy – căn góc 3 phòng ngủ – giá 6,5 tỷ",Căn hộ chung cư,Cầu Giấy,3.0,6.5,83.0
"Bán Nhà Ngõ Ô Tô 4T, 3PN, 3WC, 25m2, giá 6 tỷ tại Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân",Nhà,Thanh Xuân,3.0,6.0,25.0
"NHÀ TRẦN ĐẠI NGHĨA, Ô TÔ VÀO NHÀ, 5 TẦNG, 55M GIÁ 10.3 TỶ CỰC GẦN PHỐ",Nhà,Hai Bà Trưng,4.0,10.3,55.0
New New New bán căn 2N1 55m2 giá 2.950 tỷ full Nội Thất,Căn hộ chung cư,Gia Lâm,2.0,2.95,55.0
"Bán Căn hộ chung cư The Terra An Hưng, 7,48 tỷ, 99 m2, 3PN, 2WC",Căn hộ chung cư,Hà Đông,3.0,7.48,99.0
"Cứu chủ nhà !!! mặt tiền 5m phân lô mạc thái tổ , 7 tầng , thông sàn , ô tô dừng đỗ , kd đỉnh",Nhà,Cầu Giấy,5.0,18.8,50.0
Bán nhà văn phú 50m2 - 5t - mt 5.5m. phân lô vỉa hè - mặt rộng - nhà đẹp dân xây. 15.5 tỷ có tl,Nhà,Hà Đông,5.0,15.5,50.0
Sài Đồng bán shop house TSG Lotus Sài Đồng. Cực Hiếm S 95m2 Thuộc Khu CC Víp TSG Sát Vinhomes Riv,Shophouse,Long Biên,2.0,5.56,95.0
Tôi cần bán căn hộ 2PN - 90m2! Tại toà A2 Đường Nguyễn Cơ Thạch - KĐT Mỹ Đình,Căn hộ chung cư,Nam Từ Liêm,2.0,5.1,90.0
"Bán nhà Trần Bình 51m2 5 tầng 3.5m 11 tỷ Cầu Giấy, Hà Nội",Nhà,Cầu Giấy,4.0,11.0,51.0
Bán nhà khâm thiên - xây mới - 37m2 - chỉ 7.95 tỷ,Nhà,Đống Đa,4.0,7.98,37.0
"Chính chủ bán căn hộ nội thất cao cấp tại South Tower 91m2 2PN - 2VS sẵn sổ đỏ, có slot ô tô hầm",Căn hộ chung cư,Hoàng Mai,2.0,5.0,91.0
Bán nhà trương định hoàng mai ô tô 2 thoáng,Nhà,Hoàng Mai,5.0,11.4,45.0
"Bán chung cư Splendora An Khánh, 150m2, Nội thất mới cao cấp, giá 9 tỷ thu về,",Căn hộ chung cư,Hoài Đức,3.0,9.0,150.0
"Bán nhà Thanh Xuân-52Mx6T MT5-Lô Góc,Thang Máy,Gara,3 bước ra phố-Kinh Doanh đỉnh",Nhà,Thanh Xuân,4.0,15.3,52.0
"Bán nhà phân lô - 2 mặt ngõ - ôtô - kinh doanh - Hoàng Quốc Việt, Cầu Giấy - 43m2, 5tầng. Hơn 16 tỷ",Nhà,Cầu Giấy,4.0,16.9,43.0
"Bán gấp căn hộ chung cư The Light Trung Văn, 8 tỷ, 131m2, 3PN, 2WC, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,Nam Từ Liêm,3.0,8.0,131.0
"SIÊU PHẨM VIEW HỒ -TRUNG TÂM ĐỐNG ĐA, 7 TẦNG THANG MÁY, NHÀ MỚI, NGÕ THÔNG, Ô TÔ TRÁNH.70M-21TỶ.",Nhà,Đống Đa,7.0,21.0,70.0
Chính chủ cần bán căn hộ Season Avenue - full nội thất - view đẹp giá tốt,Căn hộ chung cư,Hà Đông,2.0,5.85,80.21
Bán nhà Ba Đình - Thông Đội Cấn - Kim Mã - Núi Trúc - nhà thoáng rộng - ở sướng - gần ô tô,Nhà,Ba Đình,4.0,8.4,38.0
Mặt phố tân triều-kinh doanh - văn phòng(chủ cần bán gấp),Nhà,Thanh Trì,5.0,21.9,70.0
Bán căn hộ 2pn ngoại giao đoàn - giá êm nhất hiện nay liên hệ [phone_number],Căn hộ chung cư,Bắc Từ Liêm,2.0,8.5,84.6
"Cực đẹp! Phân lô Hoàng Quốc Việt, thang máy, ôtô vào nhà, vài bước ra phố, nhà mới ở ngay, 65M*6T",Nhà,Cầu Giấy,4.0,19.0,65.0
Em Trang chuyên bán HD Mon City có quỹ 32 căn chính chủ gửi bán gấp 2PN giá từ 5.35tỷ. Không báo ảo,Căn hộ chung cư,Nam Từ Liêm,2.0,5.35,67.0
Mặt phố hồ tây - 7 tầng thang máy - trích sài - vỉa hè - kinh doanh đỉnh -55m² x 7 tầng giá 35 tỷ,Nhà,Tây Hồ,4.0,35.0,55.0
Chính chủ bán nhà 6 tầng lô góc - 2 thoáng - phố Trường Lâm - Đức Giang - thang máy - gara ô tô,Nhà,Long Biên,4.0,8.45,40.0
Bán 5 căn hộ 1pn + 1p đa năng toà 6th element . quỹ căn mới nhất 2025 giá hợp lý,Căn hộ chung cư,Tây Hồ,2.0,6.0,60.0
"Bán nhà Phạm Văn Đồng - Dân xây chắc chắc - Ô tô đỗ cửa, 40m2, 7.7 tỷ",Nhà,Bắc Từ Liêm,3.0,7.7,40.0
chính chủ cần bán căn 2 ngủ 2 vệ sinh diện tích 56.4m,Căn hộ chung cư,Hoàng Mai,2.0,2.95,56.4
"Bán nhà ở cực hiếm tại An Trạch, Đống Đa. DT 48m2 4 tầng MT 4,7m giá 8,8 tỷ",Nhà,Đống Đa,3.0,8.8,48.0
Giá Siêu Tốt căn STUDIO 34m2 Giá 1.88 tỷ phân khu cao cấp BEVERLY - Vinhomes Ocean Park,Căn hộ chung cư,Gia Lâm,1.0,1.88,34.0
"Tổng hợp quỹ căn 06/25 Golden Palm 2 ngủ diện tích 83m2, 3 ngủ diện tích 105m2, 120m2, 125m2, 135m2",Căn hộ chung cư,Thanh Xuân,3.0,9.0,105.0
"Bán nhà lô góc mặt tiền lớn, ô tô 7 chỗ vào nhà, Dương Quảng Hàm, Cầu Giấy, 80m2, 4 tầng",Nhà,Cầu Giấy,3.0,16.0,80.0
Đẹp long lanh - mặt ngõ - gần ô tô đỗ - an cư đỉnh - cho thuê giữ tiền - Hàng Chuối - Hai Bà Trưng,Nhà,Hai Bà Trưng,3.0,6.9,23.0
Siêu phẩm mặt phố Giảng Võ Khu đất hiếm trung tâm quận Đống Đa,Nhà,Ba Đình,4.0,130.0,360.0
"Quỹ hàng chuyển nhượng giá tốt tại King palace, loại 2,3 ngủ đa dạng lựa chọn",Căn hộ chung cư,Thanh Xuân,3.0,9.2,115.0
Bán nhà siêu hiếm- vị trí đẹp- Lạc Long Quân- Tây Hồ- thông thoáng- 30m2 5 tầng- giá chỉ nhỉnh 7 tỷ,Nhà,Tây Hồ,3.0,7.4,30.0
Em Trang chuyên dự án 6th Element xin cập nhật quỹ căn hộ 1-2-3PN giá chính xác nhất tháng 07/2025,Căn hộ chung cư,Tây Hồ,2.0,6.56,59.8
(Giá thật) chính chủ bán căn 95m2 3PN + 2WC tầng trung full nội thất đẹp giá 6.9 tỷ cc Sakura,Căn hộ chung cư,Thanh Xuân,3.0,6.9,95.0
Bán nhà phố Đội Cấn - mới koong - 4 tầng đẹp như khách sạn - tặng full nội thất,Nhà,Ba Đình,3.0,9.0,39.0
Bán căn hộ chung cư Homeland - (Tôi là chủ nhà),Căn hộ chung cư,Long Biên,2.0,3.55,58.2
"Nhà đẹp 35 Đào Duy Tùng Đông Anh Hà Nội 100m2, 3 tầng mới tinh sẵn về ở luôn chưa đến 10 tỷ",Nhà,Đông Anh,3.0,9.95,100.0
"Bán căn hộ CC 85m2, 7 tỷ tại Riverside Garden, Vũ Tông Phan, Thanh Xuân, Hà Nội",Căn hộ chung cư,Thanh Xuân,3.0,7.0,85.0
"CỰC HIẾM. RẺ NHẤT VÂN CÔN, XÂY ĐỘC LẬP, 20M RA ĐƯỜNG Ô TÔ, DT 40M2, 3 TẦNG, 4 NGỦ. GIÁ 3.28 TỶ",Nhà,Hoài Đức,4.0,3.28,40.0
Bán căn hộ duplex 4 phòng ngủ - 195m2 Sunshine City - 4logia rất thoáng - 17 tỷ sẵn sổ.,Căn hộ chung cư,Bắc Từ Liêm,4.0,17.0,195.0
Quỹ 299 căn hộ độc quyền giá tốt nhất dự án Vinhomes Smart City - Thành Phát Land,Căn hộ chung cư,Nam Từ Liêm,2.0,4.7,63.0
"Bán nhanh căn 55m² 2N2WC The Solar Park, tầng trung, view hồ bơi cực đẹp, giá chỉ 3.930 tỷ!",Căn hộ chung cư,Nam Từ Liêm,2.0,3.93,55.0
